香港闽信保险有限公司	外资保险公司代表处	1997-3-5	请选择	
中国银行股份有限公司莆田东园支行	 	未知	 	
中国银行股份有限公司罗源支行	 	未知	 	
中国银行股份有限公司福鼎支行	 	未知	 	
中国银行股份有限公司福鼎彩虹支行	 	未知	 	
中国银行股份有限公司福清龙田支行	 	未知	 	
中国银行股份有限公司福清龙江路支行	 	未知	 	
中国银行股份有限公司福清高山支行	 	未知	 	
中国银行股份有限公司福清高山侨乡支行	 	未知	 	
中国银行股份有限公司福清镜洋支行	 	未知	 	
中国银行股份有限公司福清金山支行	 	未知	 	
中国银行股份有限公司福清西门支行	 	未知	 	
中国银行股份有限公司福清西大支行	 	未知	 	
中国银行股份有限公司福清融城支行	 	未知	 	
中国银行股份有限公司福清窑塘支行	 	未知	 	
中国银行股份有限公司福清福塘支行	 	未知	 	
中国银行股份有限公司福清石竹支行	 	未知	 	
中国银行股份有限公司福清环北支行	 	未知	 	
中国银行股份有限公司福清溪头支行	 	未知	 	
中国银行股份有限公司福清渔溪支行	 	未知	 	
中国银行股份有限公司福清海口支行	 	未知	 	
中国银行股份有限公司福清江阴荣江支行	 	未知	 	
中国银行股份有限公司福清江阴开发区支行	 	未知	 	
中国银行股份有限公司福清桥尾支行	 	未知	 	
中国银行股份有限公司福清宏路支行	 	未知	 	
中国银行股份有限公司福清坂顶支行	 	未知	 	
中国银行股份有限公司福清华福支行	 	未知	 	
中国银行股份有限公司福清分行	 	未知	 	
中国银行股份有限公司福清侨影支行	 	未知	 	
中国银行股份有限公司福建省分行	 	未知	 	
中国银行股份有限公司福州鼓山支行	 	未知	 	
中国银行股份有限公司福州鼓屏路支行	 	未知	 	
中国银行股份有限公司福州鼓东路支行	 	未知	 	
中国银行股份有限公司福州黎明支行	 	未知	 	
中国银行股份有限公司福州长安投资区支行	 	未知	 	
中国银行股份有限公司福州金牛山支行	 	未知	 	
中国银行股份有限公司福州金山支行	 	未知	 	
中国银行股份有限公司福州达明路支行	 	未知	 	
中国银行股份有限公司福州观海路支行	 	未知	 	
中国银行股份有限公司福州西湖支行	 	未知	 	
中国银行股份有限公司福州茶亭支行	 	未知	 	
中国银行股份有限公司福州花园路支行	 	未知	 	
中国银行股份有限公司福州群众路支行	 	未知	 	
中国银行股份有限公司福州红星支行	 	未知	 	
中国银行股份有限公司福州福屿支行	 	未知	 	
中国银行股份有限公司福州琅岐支行	 	未知	 	
中国银行股份有限公司福州王庄支行	 	未知	 	
中国银行股份有限公司福州湖前支行	 	未知	 	
中国银行股份有限公司福州温泉公园路支行	 	未知	 	
中国银行股份有限公司福州润城支行	 	未知	 	
中国银行股份有限公司福州浦上支行	 	未知	 	
中国银行股份有限公司福州江滨支行	 	未知	 	
中国银行股份有限公司福州江南水都支行	 	未知	 	
中国银行股份有限公司福州梅峰路支行	 	未知	 	
中国银行股份有限公司福州杨桥中路支行	 	未知	 	
中国银行股份有限公司福州新园支行	 	未知	 	
中国银行股份有限公司福州文化宫支行	 	未知	 	
中国银行股份有限公司福州快安支行	 	未知	 	
中国银行股份有限公司福州师大支行	 	未知	 	
中国银行股份有限公司福州市鼓楼支行	 	未知	 	
中国银行股份有限公司福州市马江支行	 	未知	 	
中国银行股份有限公司福州市晋安支行	 	未知	 	
中国银行股份有限公司福州市市中支行	 	未知	 	
中国银行股份有限公司福州市仓山支行	 	未知	 	
中国银行股份有限公司福州屏东支行	 	未知	 	
中国银行股份有限公司福州安泰支行	 	未知	 	
中国银行股份有限公司福州大名城支行	 	未知	 	
中国银行股份有限公司福州埔顶支行	 	未知	 	
中国银行股份有限公司福州君竹支行	 	未知	 	
中国银行股份有限公司福州名仕支行	 	未知	 	
中国银行股份有限公司福州吉祥山支行	 	未知	 	
中国银行股份有限公司福州台江支行	 	未知	 	
中国银行股份有限公司福州台江广场支行	 	未知	 	
中国银行股份有限公司福州南湖支行	 	未知	 	
中国银行股份有限公司福州南江滨支行	 	未知	 	
中国银行股份有限公司福州华林路支行	 	未知	 	
中国银行股份有限公司福州北环中路支行	 	未知	 	
中国银行股份有限公司福州前屿支行	 	未知	 	
中国银行股份有限公司福州六一北路支行	 	未知	 	
中国银行股份有限公司福州元洪支行	 	未知	 	
中国银行股份有限公司福州亭江支行	 	未知	 	
中国银行股份有限公司福州交通路支行	 	未知	 	
中国银行股份有限公司福州井大路支行	 	未知	 	
中国银行股份有限公司福州五四路支行	 	未知	 	
中国银行股份有限公司福州五一广场支行	 	未知	 	
中国银行股份有限公司福州五一北路支行	 	未知	 	
中国银行股份有限公司福州中亭街支行	 	未知	 	
中国银行股份有限公司福州东门支行	 	未知	 	
中国银行股份有限公司福州东水路支行	 	未知	 	
中国银行股份有限公司福州东大路支行	 	未知	 	
中国银行股份有限公司福州东区支行	 	未知	 	
中国银行股份有限公司福州三坊七巷支行	 	未知	 	
中国银行股份有限公司福安赛岐支行	 	未知	 	
中国银行股份有限公司福安湖滨支行	 	未知	 	
中国银行股份有限公司福安支行	 	未知	 	
中国银行股份有限公司石狮香江路支行	 	未知	 	
中国银行股份有限公司石狮镇中路支行	 	未知	 	
中国银行股份有限公司石狮群英支行	 	未知	 	
中国银行股份有限公司石狮服装城支行	 	未知	 	
中国银行股份有限公司石狮支行	 	未知	 	
中国银行股份有限公司石狮宝源支行	 	未知	 	
中国银行股份有限公司石狮南环支行	 	未知	 	
中国银行股份有限公司石狮南洋支行	 	未知	 	
中国银行股份有限公司石狮九二路支行	 	未知	 	
中国银行股份有限公司漳浦绥安支行	 	未知	 	
中国银行股份有限公司漳浦旧镇支行	 	未知	 	
中国银行股份有限公司漳浦支行	 	未知	 	
中国银行股份有限公司漳浦佛昙支行	 	未知	 	
中国银行股份有限公司漳平支行	 	未知	 	
中国银行股份有限公司漳州龙文支行	 	未知	 	
中国银行股份有限公司漳州长泰支行	 	未知	 	
中国银行股份有限公司漳州金峰支行	 	未知	 	
中国银行股份有限公司漳州蓝田支行	 	未知	 	
中国银行股份有限公司漳州芗城支行	 	未知	 	
中国银行股份有限公司漳州腾飞路支行	 	未知	 	
中国银行股份有限公司漳州胜利路支行	 	未知	 	
中国银行股份有限公司漳州步文支行	 	未知	 	
中国银行股份有限公司漳州桥南支行	 	未知	 	
中国银行股份有限公司漳州新华南路支行	 	未知	 	
中国银行股份有限公司漳州开发区厦大校区支行	 	未知	 	
中国银行股份有限公司漳州岳西支行	 	未知	 	
中国银行股份有限公司漳州官园支行	 	未知	 	
中国银行股份有限公司漳州古雷经济开发区支行	 	未知	 	
中国银行股份有限公司漳州华安支行	 	未知	 	
中国银行股份有限公司漳州分行	 	未知	 	
中国银行股份有限公司漳州元光路支行	 	未知	 	
中国银行股份有限公司漳州九龙大道支行	 	未知	 	
中国银行股份有限公司漳州丹霞支行	 	未知	 	
中国银行股份有限公司涵江支行	 	未知	 	
中国银行股份有限公司洛江支行	 	未知	 	
中国银行股份有限公司泰宁支行	 	未知	 	
中国银行股份有限公司泉港支行	 	未知	 	
中国银行股份有限公司泉州鲤城支行	 	未知	 	
中国银行股份有限公司泉州钟楼支行	 	未知	 	
中国银行股份有限公司泉州西湖支行	 	未知	 	
中国银行股份有限公司泉州筍江支行	 	未知	 	
中国银行股份有限公司泉州祥泰支行	 	未知	 	
中国银行股份有限公司泉州田安支行	 	未知	 	
中国银行股份有限公司泉州滨城支行	 	未知	 	
中国银行股份有限公司泉州湖景花园支行	 	未知	 	
中国银行股份有限公司泉州清濛支行	 	未知	 	
中国银行股份有限公司泉州清源支行	 	未知	 	
中国银行股份有限公司泉州涂门支行	 	未知	 	
中国银行股份有限公司泉州泉秀支行	 	未知	 	
中国银行股份有限公司泉州江南支行	 	未知	 	
中国银行股份有限公司泉州梅石支行	 	未知	 	
中国银行股份有限公司泉州新门支行	 	未知	 	
中国银行股份有限公司泉州宝洲支行	 	未知	 	
中国银行股份有限公司泉州圣湖支行	 	未知	 	
中国银行股份有限公司泉州台商投资区支行	 	未知	 	
中国银行股份有限公司泉州南埔支行	 	未知	 	
中国银行股份有限公司泉州华大支行	 	未知	 	
中国银行股份有限公司泉州刺桐支行	 	未知	 	
中国银行股份有限公司泉州分行	 	未知	 	
中国银行股份有限公司泉州东街支行	 	未知	 	
中国银行股份有限公司泉州东海支行	 	未知	 	
中国银行股份有限公司泉州万安支行	 	未知	 	
中国银行股份有限公司沙县青州支行	 	未知	 	
中国银行股份有限公司沙县支行	 	未知	 	
中国银行股份有限公司沙县府西支行	 	未知	 	
中国银行股份有限公司永泰支行	 	未知	 	
中国银行股份有限公司永春蓬壶支行	 	未知	 	
中国银行股份有限公司永春桃城支行	 	未知	 	
中国银行股份有限公司永春支行	 	未知	 	
中国银行股份有限公司永定支行	 	未知	 	
中国银行股份有限公司永安燕东支行	 	未知	 	
中国银行股份有限公司永安支行	 	未知	 	
中国银行股份有限公司永安含笑支行	 	未知	 	
中国银行股份有限公司永安南大路支行	 	未知	 	
中国银行股份有限公司武夷山支行	 	未知	 	
中国银行股份有限公司武夷山度假区支行	 	未知	 	
中国银行股份有限公司武夷山崇安支行	 	未知	 	
中国银行股份有限公司晋江龙湖支行	 	未知	 	
中国银行股份有限公司晋江青阳支行	 	未知	 	
中国银行股份有限公司晋江陈埭支行	 	未知	 	
中国银行股份有限公司晋江长兴支行	 	未知	 	
中国银行股份有限公司晋江金井支行	 	未知	 	
中国银行股份有限公司晋江英林支行	 	未知	 	
中国银行股份有限公司晋江罗山支行	 	未知	 	
中国银行股份有限公司晋江磁灶支行	 	未知	 	
中国银行股份有限公司晋江湖光路支行	 	未知	 	
中国银行股份有限公司晋江深沪支行	 	未知	 	
中国银行股份有限公司晋江池店支行	 	未知	 	
中国银行股份有限公司晋江永和支行	 	未知	 	
中国银行股份有限公司晋江梅岭支行	 	未知	 	
中国银行股份有限公司晋江支行	 	未知	 	
中国银行股份有限公司晋江安海支行	 	未知	 	
中国银行股份有限公司晋江城关支行	 	未知	 	
中国银行股份有限公司晋江五里园区支行	 	未知	 	
中国银行股份有限公司晋江东石支行	 	未知	 	
中国银行股份有限公司招商局漳州开发区支行	 	未知	 	
中国银行股份有限公司惠安涂寨支行	 	未知	 	
中国银行股份有限公司惠安洛阳支行	 	未知	 	
中国银行股份有限公司惠安支行	 	未知	 	
中国银行股份有限公司惠安崇武支行	 	未知	 	
中国银行股份有限公司惠安东南支行	 	未知	 	
中国银行股份有限公司德化支行	 	未知	 	
中国银行股份有限公司德化东大路支行	 	未知	 	
中国银行股份有限公司建瓯支行	 	未知	 	
中国银行股份有限公司建瓯御花苑支行	 	未知	 	
中国银行股份有限公司建瓯中山路支行	 	未知	 	
中国银行股份有限公司平潭翠园南路支行	 	未知	 	
中国银行股份有限公司平潭泰元支行	 	未知	 	
中国银行股份有限公司平潭支行	 	未知	 	
中国银行股份有限公司平潭城北支行	 	未知	 	
中国银行股份有限公司平和支行	 	未知	 	
中国银行股份有限公司平和北大路支行	 	未知	 	
中国银行股份有限公司尤溪沈城支行	 	未知	 	
中国银行股份有限公司尤溪支行	 	未知	 	
中国银行股份有限公司将乐环岛支行	 	未知	 	
中国银行股份有限公司将乐支行	 	未知	 	
中国银行股份有限公司安溪蓬莱支行	 	未知	 	
中国银行股份有限公司安溪茶都支行	 	未知	 	
中国银行股份有限公司安溪新安支行	 	未知	 	
中国银行股份有限公司安溪支行	 	未知	 	
中国银行股份有限公司安溪官桥支行	 	未知	 	
中国银行股份有限公司安溪凤城支行	 	未知	 	
中国银行股份有限公司宁德购物中心支行	 	未知	 	
中国银行股份有限公司宁德屏南支行	 	未知	 	
中国银行股份有限公司宁德分行	 	未知	 	
